utts	labels
I want a cheap restaurant in the west part of town. what is the address and phone number?	find_restaurant
I want to find a restaurant in the north part of town and serves international food.	find_restaurant
I want a place to eat in the west.	find_restaurant
Please find me a corsica restaurant.	find_restaurant
I would like a restaurant in the north part of town that serves korean food	find_restaurant
I'm looking for this restaurant called city stop restaurant	find_restaurant
I want to find out if there are any places to dine that serve Australian food in the centre.	find_restaurant
Are there any British restaurant that serve moderate priced food?	find_restaurant
Hello, I am looking for an expensive restaurant that serves vegetarian food.	find_restaurant
I am looking for a restaurant in the west part of town.	find_restaurant
Can you tell me about any german restaurants in the east part of the city?	find_restaurant
I am looking for a restaurant.	find_restaurant
Hi, I am looking for a restaurant that is expensive and serves European food.	find_restaurant
I would like to dine at a restaurant serving Indian food on the east side of town. Any suggestions?	find_restaurant
I need help finding a place to eat that is moderately priced and located in the east.	find_restaurant
I'm looking for a place called maharajah tandoori restaurant. Do you know it? It's a restaurant.	find_restaurant
I'm looking for a restaurant in the centre of town and it needs to be in the expensive price range.	find_restaurant
I am looking for a moderately priced restaurant.	find_restaurant
I am looking for a German restaurant in the west part of town.	find_restaurant
I'm looking for a restaurant in west part of town with cheap food.	find_restaurant
Yeah, my wife and kids are demanding Spanish food. Can we keep it on the cheap side, please?	find_restaurant
I'm needing a place to dine. It needs to be an expensive Brazilian place.	find_restaurant
I am looking for a restaurant in the south part of town that is in the cheap price range.	find_restaurant
I'm hoping to find a restaurant in the centre that serves British food.	find_restaurant
I am looking for a restaurant with vegetarian food.	find_restaurant
Hi there, I've just started planning my trip. Can you help me find a restaurant?	find_restaurant
Is there a modern European restaurant in the north?	find_restaurant
Can you find a restaurant called Rajmahal.	find_restaurant
Can you find a place in town that serves Polynesian food?	find_restaurant
AM looking for a place to dine. The restaurant should be in the south and should serve gastropod food.	find_restaurant
Can you tell me about any expensive restaurants in the Centre?	find_restaurant
Can you help me find an expensive restaurant in the west?	find_restaurant
I'm looking for a chinese restaurant in city centre.	find_restaurant
I am looking for a restaurant in the west part of town	find_restaurant
I am looking for a cheap restaurant that is in the north part of town.	find_restaurant
I am looking for a restaurant that serves indian food in the west.	find_restaurant
Hello, are there any moderate turkish restaurants in town?	find_restaurant
is there a portuguese food restaurant?	find_restaurant
Great. You can help me pick out a restaurant go to.	find_restaurant
You can help me by finding me an expensive restaurant in the centre	find_restaurant
I am looking for a moderately priced restaurant in the east part of town.	find_restaurant
Hello, I need a place to eat in the center of town.	find_restaurant
I would like to find a French restaurant, please.	find_restaurant
I would like a restaurant in the west part of town	find_restaurant
Hi! I'd like to find a seafood restaurant in the centre of town, please.	find_restaurant
Can you locate an expensive restaurant in the south?	find_restaurant
Hello I am looking for a restaurant that serves Italian food and I need it to be cheap.	find_restaurant
I would like to find a restaurant in any area and it should serve lebanese food.	find_restaurant
I'm looking for something moderately priced in the west part of town, could you get me the number and full address please?	find_restaurant
Hi. I'll be traveling to there and can't wait to try the restaurants there. Could you help me find a place?	find_restaurant
I am looking for a Thai restaurant - any area will do.	find_restaurant
Can you help me find a moderately priced Indian restaurant?	find_restaurant
Hey, is there any good italian food on the eastside?	find_restaurant
Please help me find an expensive restaurant that serves Chinese food. Thank you.	find_restaurant
I would like a restaurant in the centre of town that serves caribbean food	find_restaurant
I'm looking for an expensive Chinese restaurant.	find_restaurant
I am looking for the address and price range of a restaurant serving chinese food in the south part of town.	find_restaurant
HI, I am looking for a cheap place in the centre of town to eat. Can you help?	find_restaurant
Hi! I'm searching for a Panasian restaurant in the south part of town.	find_restaurant
Hi, I'm looking for a cheap restaurant.	find_restaurant
I am looking for pasquale pizzeria.	find_restaurant
I would like to try an expensive, italian place while visiting cambridge.	find_restaurant
I am looking for a place to dine. I would like european food in the expensive price range.	find_restaurant
I want to eat someplace with unusual food. Price is no object. What can you suggest?	find_restaurant
Need a cheap place to eat at at the centre.	find_restaurant
Howdy! I'm craving some cheap Italian food, you got any place like that?	find_restaurant
I am looking for a restaurant that serves mediterranean food.	find_restaurant
I am looking for an Italian restaurant in the east.	find_restaurant
Hi. I'm trying to find a restaurant that serves Welsh food. Can you help me?	find_restaurant
I'm looking for a restaurant that serves Indian food located in the centre.	find_restaurant
Are there any Mexican restaurants in the centre?	find_restaurant
I need a place to eat that is cheap.	find_restaurant
Hello, I'm trying to find an expensive asian oriental restaurant. Can you help me find one?	find_restaurant
I'm looking for a Belgian food restaurant in the centre. Can you help me?	find_restaurant
I am looking for a cheap gastropub restaurant in the centre of town	find_restaurant
I want to find a place to dine located in the north and moderately priced.	find_restaurant
Can you tell me if there are any european restaurants in the center of town?	find_restaurant
Hello. I'm looking for a cheap restaurant in the east part of town.	find_restaurant
Would you be able to help me locate a restaurant in Cambridge?	find_restaurant
Can you help me find a restaurant called graffiti please?	find_restaurant
I need a place to dine on expensive crossover food.	find_restaurant
I'm hoping to find a cheap restaurant in the centre.	find_restaurant
Do you have any recommendations for a restaurant in the south area in a high price range?	find_restaurant
I am looking for a cheap restaurant in the south part of town.	find_restaurant
Hello, what expensive restaurants do you know of in the East part of town?	find_restaurant
I am looking for a restaurant. The restaurant should be in the south and should be in the cheap price range	find_restaurant
Hello, I need help finding a moderate priced restaurant in the centre of town.	find_restaurant
I'm looking for a restaurant called Thanh Binh. Can you help me find it?	find_restaurant
I'm looking for unusual food in the south part of town.	find_restaurant
Hello, i'm looking for a restaurant called river bar steakhouse and grill.	find_restaurant
Could you find me a welsh restaurant in the cheap price range ?	find_restaurant
I am looking for a chinese restaurant. I want a place that is expensive and classy.	find_restaurant
I need to book a restaurant.	find_restaurant
I am looking for a restaurant called Charlie Chan	find_restaurant
What is that european food place's address?	find_restaurant
I need a place to eat that is expensive.	find_restaurant
Are there any expensive places to dine in the West?	find_restaurant
I'm looking for a moderately priced restaurant in the north part of town. I would like to know the type of food, address and phone number.	find_restaurant
I want to find an expensive restaurant in the north.	find_restaurant
Looking for someone that serves Australasian food?	find_restaurant
Do you know of any cheap indian restaurants?	find_restaurant
Looking for place to eat in the south	find_restaurant
I'm looking for an English restaurant that's moderately priced..	find_restaurant
I'm looking for a chinese restaurant in the center of town.	find_restaurant
I'm in the east part of town, and I'd like to find a nearby Scandinavian restaurant.	find_restaurant
I am looking for an expensive restaurant that serves Portuguese food. Please also provide the phone number.	find_restaurant
Could you help me find a restaurant that's moderately priced, and services sri lankan cuisine?	find_restaurant
I need help finding a place to dine that is very expensive and is located in the centre.	find_restaurant
Hello. I want a cheap barbeque restaurant.	find_restaurant
Can you help me find a corsica restaurant?	find_restaurant
I am looking for a moderate priced restaurant	find_restaurant
I want a cheap restaurant in the west part of town. I need its address and phone number please	find_restaurant
I am looking for a restaurant in the centre of town that serves kosher food.	find_restaurant
I am looking for an Eastern restaurant, medium price	find_restaurant
Hello, I am looking for a moderately priced restaurant that serves gastropub food.	find_restaurant
Can you find me an italian restaurant in the centre?	find_restaurant
I want a place that serves Swiss food.	find_restaurant
I am looking for a place to dine. The restaurant should be in the cheap price range and should serve vietnamese food.	find_restaurant
We would like to find a restaurant that is north of town.	find_restaurant
I'd like to find an Italian restaurant, on the west side.	find_restaurant
Hey, is curry king still open?	find_restaurant
I am looking for an expensive place to dine that serves catalan food.	find_restaurant
I'm looking for a restaurant that serves kosher food in the west side.	find_restaurant
I am looking for Golden House restaurant.	find_restaurant
Where can I get some British food that isn't too cheap or expensive?	find_restaurant
I need to find some caribbean food in south town.	find_restaurant
Can you help me find a place to dine?	find_restaurant
I am looking for a restaurant. The restaurant should be in the centre and should be in the moderate price range	find_restaurant
Can you find me an expensive restaurant that serves steakhouse food?	find_restaurant
I am looking for Cote restaurant.	find_restaurant
I'm looking for an expensive restaurant in the west.	find_restaurant
Can you help me find a restaurant? I want to find a place in the centre.	find_restaurant
I'm trying to find a moderately priced restaurant in the East part of town. Can you recommend one to me?	find_restaurant
I am looking for a restaurant in the expensive price range that serves Belgian food.	find_restaurant
im looking for a place that serves morden european food and with a cheap price range	find_restaurant
I'm looking for a restaurant that serves traditional european food, that's not too expensive or too cheap.	find_restaurant
I'd like to find an expensive restaurant in the centre.	find_restaurant
Can you help me find an expensive restaurant that serves Chinese food to dine at? Thanks.	find_restaurant
I'm looking for an austrian restaurant.	find_restaurant
I want a restaurant that is moderately priced and located in the south.	find_restaurant
Hi, I want an expensive restaurant. East part of town please.	find_restaurant
I am looking to eat moderate priced British food	find_restaurant
I'm looking for a moderately priced Japanese restaurant.	find_restaurant
i want to find an international restaurant	find_restaurant
Find me an expensive restaurant that serves gastropub food	find_restaurant
I'm looking for a Chinese restaurant.	find_restaurant
I'm looking for a restaurant. The restaurant should be in the centre and should be in the cheap price range.	find_restaurant
I'm looking for a moderately priced restaurant in the center of town.	find_restaurant
I'd like a jamaican restaurant please.	find_restaurant
Hi, I'm looking for a European restaurant.	find_restaurant
We want to find a restaurant that serves unusual food.	find_restaurant
I would like a cheap restaurant in the west part of town	find_restaurant
Yes, I'm looking for a steakhouse restaurant in the expensive price range.	find_restaurant
I want english food.	find_restaurant
I'm looking for a restaurant, can you help?	find_restaurant
I am looking for a cheap priced restaurant in the west part of town.	find_restaurant
I want to find an expensive restaurant serving christmas food.	find_restaurant
I'm looking for hungarian food in the Centre	find_restaurant
I would like to find a very expensive indian restaurant, can you help me?	find_restaurant
May have the name of a moderately priced restaurant in the south part of town?	find_restaurant
I need to find a good vegetarian restaurant	find_restaurant
I am looking for an expensive Australian place.	find_restaurant
I would like a moderately priced restaurant in the north part of town	find_restaurant
I am looking for a restaurant in the center of town that serves European food.	find_restaurant
Can you help me find an expensive restaurant in the centre area?	find_restaurant
I would like an expensive restaurant in the south part of town	find_restaurant
I need some info on a restaurant called royal spice.	find_restaurant
I want to find a place to eat Chinese in the cheap price range.	find_restaurant
Hello, I'm interested in booking a restaurant in cambridge!	find_restaurant
I would like an expensive restaurant in the south of town.	find_restaurant
I'm looking for malaysian food.	find_restaurant
I'd really like to get the number for the Yippee Noodle Bar restaurant if you please?	find_restaurant
I need to find information on the Bloomsbury Restaurant.	find_restaurant
Can you help me find a restaurant?	find_restaurant
I need to find a asian restaurant in Cambridge	find_restaurant
I am looking for a restaurant called HK Fusion.	find_restaurant
I am looking for a place in the centre of town that serves Thai food.	find_restaurant
i am looking for a restuarant in the expensive price range and should be in the centre	find_restaurant
I would like a moderately priced restaurant in the west part of town	find_restaurant
I'm looking for a restaurant, can you help?	find_restaurant
Are there any cheap Indian restaurants around?	find_restaurant
I'd like a cheap restaurant in the east part of town.	find_restaurant
I'm looking for a gastropub restaurant.	find_restaurant
I am in the center are of Cambridge, are there any Japanese restaurants in that part of town?	find_restaurant
Help! I am hungry and need a cheap restaurant in the centre.	find_restaurant
I'm on the North side, please find me an expensive restaurant here	find_restaurant
Need a certain restaurant called stazione restaurant and coffee bar.	find_restaurant
I am looking for a restaurant serving spanish food, please.	find_restaurant
Hi! Are there any European restaurants in the center of town?	find_restaurant
I would like to book a table at a turkish place and is moderately priced.	find_restaurant
I was hoping to find an expensive restaurant in the south.	find_restaurant
I need a restaurant. I've heard Nandos recommended, could you give me more information about it?	find_restaurant
Find me a cheap vietnamese food place please.	find_restaurant
I am looking for a cheap modern European restaurant. Can you help me?	find_restaurant
I want to find a cheap restaurant serving hungarian food.	find_restaurant
I am looking for a place to dine in the moderate price range and serves European food.	find_restaurant
Can you please recommend an inexpensive restaurant in the South part of town?	find_restaurant
I'm looking for a cheap restaurant in the east part of town.	find_restaurant
I would like to find a restaurant in the expensive price range that is located in the city center.	find_restaurant
Hello. Could you help me locate a good moderate restaurant in the south of the city?	find_restaurant
I am looking for the price range and address of the Meze Bar Restaurant	find_restaurant
I am looking for a french restaurant.	find_restaurant
Can you find me a cheap Spanish restaurant?	find_restaurant
I am looking for a restaurant that serves British food and in the east part of town.	find_restaurant
I am looking for a vegetarian restaurant near South Cambridge, or a restaurant that has a variety of vegetarian dishes.	find_restaurant
I am looking for a restaurant that serves Japanese food. I don't care about the price range.	find_restaurant
Can you help me find a moderately placed modern european restaurant?	find_restaurant
I am looking to get some eritrean food in the west part of town.	find_restaurant
Are there any expensive restaurants in the North?	find_restaurant
I need a restaurant in the cheap price range that serves Portuguese food.	find_restaurant
I am looking for a restaurant serving Spanish food.	find_restaurant
I am looking for a place to dine that is in the expensive price range.	find_restaurant
I would like a moderately priced restaurant in the north part of town	find_restaurant
I am looking for a restaurant that serves british food in the west area. Can you locate one for me please?	find_restaurant
Is there anything cheap in the centre of town?	find_restaurant
I want a restaurant on the west end of town.	find_restaurant
I want to find a restaurant in the centre part of town and serves barbeque food. If not then how about modern european food?	find_restaurant
I want to find a cheap restaurant in the east part of town. What is the address and postcode?	find_restaurant
I'm looking for an expensive place to dine in the centre.	find_restaurant
I don't care about price range, find me an european food restaurant, please.	find_restaurant
I am looking for a restaurant serving seafood, in the center of the town.	find_restaurant
Do you have any information on a restaurant called the Golden Wok?	find_restaurant
Could you help me find a restaurant with middle-eastern cuisine?	find_restaurant
I am looking for a greek restaurant on the east side of town.	find_restaurant
I'm looking for a moderately priced restaurant.	find_restaurant
Hello! What can you tell me about the Shiraz restaurant?	find_restaurant
I need an expensive place to dine in the center of town.	find_restaurant
I am looking for a cheap restaurant.	find_restaurant
I'm looking for a restaurant in the center of town that serves food from the americas.	find_restaurant
Hey, are there any expensive restaurants in the centre?	find_restaurant
Can you recommend me a moderately priced restaurant in the north part of town ?	find_restaurant
I'm looking for information on la tasca.	find_restaurant
Hello, I'm in the west and I am looking for a restaurant in the moderate price range. Can you please help me?	find_restaurant
What is a cheap restaurant in the south part of town?	find_restaurant
Please recommend me an expensive restaurant that serves afghan food.	find_restaurant
I'm looking for a restaurant that serves venetian food.	find_restaurant
I am looking for an Italian restaurant in the centre of town, could you provide me with some options to choose from please?	find_restaurant
I'm looking for a restaurant called the gandhi.	find_restaurant
I want a cheap Italian restaurant in the south side of town.	find_restaurant
I would like a moderately priced restaurant in the east part of town	find_restaurant
Where can I find malaysian food? I prefer an expensive restaurant please	find_restaurant
I'm looking for a restaurant called restaurant two two?	find_restaurant
I am looking for a restaurant in the Centre.	find_restaurant
Hi I need to find a place to dine serving Vietnamese food in the cheap price range.	find_restaurant
Can you help me find a moderately priced restaurant in the center of town?	find_restaurant
I am looking for a moderately priced chinese restaurant.	find_restaurant
Hello, I am looking for a cheap restaurant on the south side of town.	find_restaurant
Hello, I am looking for a moderately priced restaurant that serves basque food.	find_restaurant
Hi, I'm looking for an expensive restaurant.	find_restaurant
I'm looking for a chinese restaurant in the south part of town.	find_restaurant
I want to find a restaurant in any part of town and serves malaysian food.	find_restaurant
I am looking to find an expensive restaurant in the north area of town.	find_restaurant
I'm looking for someplace to get British cuisine in the center of town.	find_restaurant
Hi. This might be a long shot, but can you help me find a restaurant that serves Swedish food? I don't care about price.	find_restaurant
Yes, I am looking for a cheap restaurant in the south. Can you tell me what you have?	find_restaurant
I am looking for information on a restaurant called saigon city?	find_restaurant
I am looking for a restaurant in the centre of town.	find_restaurant
Does Cambridge have an establishment called the Shanghai Family Restaurant?	find_restaurant
I am looking for a danish restaurant in the south part of town.	find_restaurant
I'm looking for a particular restaurant called the cow pizza kitchen and bar. What do you know about it?	find_restaurant
Need restaurant thats expensive and in the east of town.	find_restaurant
I am searching for a Lebanese restaurant in the east part of town.	find_restaurant
I am looking for a restaurant, it's called anatolia	find_restaurant
Hi, I'm looking for restaurants in the area. Could you recommend any moderately-priced establishments that are located near the town centre.	find_restaurant
Can you help me find a cheap place to eat?	find_restaurant
Hello I am looking for a place in the north to dine and they need to serve chinese food	find_restaurant
I'm looking for an expensive restaurant in the east part of town.	find_restaurant
I'd like to dine at an expensive restaurant in the city center.	find_restaurant
I'm looking for a place to dine. The restaurant should be in the centre and should serve mediterranean food.	find_restaurant
Can you tell me more about gourmet burger kitchen? Where is it?	find_restaurant
I'm looking for a nice Italian restaurant. Nothing too expensive...like mid range?	find_restaurant
Hi. I'm interested in finding a good restaurant near the center of town. Do you have any listings that fall in the expensive price range?	find_restaurant
I am looking for an expensive restaurant in the south part of town. I also need the address and type of food they serve.	find_restaurant
I would like a cheap restaurant that serves malaysian food	find_restaurant
Hi. I'm looking for a relatively expensive international restaurant to dine at this evening. Is there one that you would recommend?	find_restaurant
I am looking for a restaurant serving Persian food in the expensive price range.	find_restaurant
I'm trying to find a restaurant called The Slug and Lettuce. Do you know where that is?	find_restaurant
I am looking for a restaurant called Galleria.	find_restaurant
I need a moderate priced restaurant please.	find_restaurant
Hello. I'm trying to find an inexpensive restaurant that serves Moroccan food. Can you help me?	find_restaurant
Really would like to find a place that serves Indian food in the North	find_restaurant
I'd like information about a restaurant in South that serves English food.	find_restaurant
I want a restaurant serving mediterranean food and I don't care about the price range.	find_restaurant
I'm looking for an expensive restaurant to go to.	find_restaurant
Can I have a moderately priced restaurant in the west ?	find_restaurant
Hey, could you tell me if there are any panasian restaurants in the east side of town?	find_restaurant
I'm looking for a pricey Indian place. I wanna show off to my date.	find_restaurant
I need a cheap place to dine please.	find_restaurant
Hello, I'm looking for an expensive restaurant located in the south part of town.	find_restaurant
Can you check if there are any moderately priced restaurants in the centre of town?	find_restaurant
I'm looking for a posh British restaurant to take my bird to, know of one?	find_restaurant
I am looking for a place to dine that serves Sri Lankan food in the moderate price range.	find_restaurant
Is there an expensive restaurant serving caribbean food?	find_restaurant
I want to find information on a restaurant called Wagamama.	find_restaurant
I'm looking for a portuguese restaurant in the south side.	find_restaurant
I need to find a cheap place to eat.	find_restaurant
Hello, I am looking for info on a restaurant in the west that serves french food.	find_restaurant
Can you suggest some places to dine?	find_restaurant
What can you tell me about the bangkok city restaurant?	find_restaurant
I have to book a place to eat that serves irish food and is located in the centre, can you help me?	find_restaurant
what is a good tourist spot?	find_restaurant
Could you help me finding some place to eat for dinner?	find_restaurant
Can you help me find an expensive restaurant in the center part of town? Thanks.	find_restaurant
I would like some information of the restaurant called Royal Standard.	find_restaurant
I'm looking for a gastropub food restaurant in the centre of Cambridge please.	find_restaurant
Are there any high end restaurants within the centre of town?	find_restaurant
I am looking for a restaurant in the west part of town that is in the cheap price range.	find_restaurant
I'm looking for a casual Sri Lankan restaurant.	find_restaurant
I am looking for a place to eat in the centre of town.	find_restaurant
I am looking for an expensive Italian restaurant.	find_restaurant
Please help me find a place to dine that is moderately priced and is in the centre. Thanks.	find_restaurant
looking for barbeque food.	find_restaurant
Hello, I'd like to dine at a cheap restaurant in the centre. What do you suggest?	find_restaurant
I'd like a european food place in the west please.	find_restaurant
Can you give me some information on the Bloomsbury Restaurant?	find_restaurant
Hello, I am looking for a moderately priced restaurant on the east side of town.	find_restaurant
I am looking for an expensive restaurant that serves russian food.	find_restaurant
I'm looking for a restaurant can you help?	find_restaurant
I want to find an expensive restaurant	find_restaurant
Hello, I am looking for a moderately priced restaurant on the east part of town.	find_restaurant
Yes, I'm looking for a moderately priced restaurant in the centre.	find_restaurant
need a place to eat european food, expensive too.	find_restaurant
Hi, I am looking forward to trying some of your local restaurants. I do need help with some other places to go in town while I am there though.	find_restaurant
Hi! I'm looking for information on the Rice House restaurant.	find_restaurant
Hello! I would like to go to a restaurant in the east, please.	find_restaurant
Hello, I am looking for an expensive restaurant that serves fusion food.	find_restaurant
I would like to book a popular, cheap restaurant.	find_restaurant
Can you help me find a place to eat that serves unusual food in the centre?	find_restaurant
I am looking for some restaurant recommendations.	find_restaurant
I'm looking for a restaurant, something moderately priced.	find_restaurant
Hello, I am looking for a restaurant that serves vegetarian food.	find_restaurant
I need to find a restaurant in anatolia	find_restaurant
Is it possible to get any Greek food in the centre part of town?	find_restaurant
I am looking for a cuban restaurant in the north part of town.	find_restaurant
I am trying to find a restaurant in the south of the city that serves modern American food.	find_restaurant
I am looking for a particular restaurant. It is called pizza hut city centre.	find_restaurant
I would like to know more about a restaurant called the panahar if you could help?	find_restaurant
I would like to find a Danish restaurant with a moderate price range.	find_restaurant
I want to find an expensive restaurant in the east part of town. What is the phone number and type of food?	find_restaurant
Can you get me information on a restaurant called golden house?	find_restaurant
I would like a restaurant in the east part of town that serves british food	find_restaurant
I am looking for Korean food, in the Centre of town.	find_restaurant
I need a restaurant that serves european food please	find_restaurant
I need assistance finding a restaurant that is cheap and serves british food, can you help me?	find_restaurant
I'd like to find an expensive restaurant in the north part of town.	find_restaurant
I am looking for a cheap restaurant serving chinese food.	find_restaurant
I need a restaurant	find_restaurant
I'm looking for a cheap indian restaurant.	find_restaurant
Are there any moderately priced restaurants in the southern part of town?	find_restaurant
Hello, I am looking for a restaurant on the south side of town that serves unusual food.	find_restaurant
I want portuguese food and I don't care about the price range. What is the address and phone number?	find_restaurant
Are there any Danish restaurants on the east side of town?	find_restaurant
What restaurants in the centre are cheap?	find_restaurant
Hi, I'd like information for the restaurant called Travellers Rest please.	find_restaurant
I am heading to Cambridge soon and am looking to find a nice expensive restaurant to eat at.	find_restaurant
I'm trying to find a restaurant that serves crossover food. Can you recommend anything?	find_restaurant
Hello, I'm looking for a restaurant by the name of Cote. Can you find this for me and book a reservation please?	find_restaurant
I would like to find an expensive restaurant in the east part of town.	find_restaurant
I am looking for a place to dine	find_restaurant
can i please have a cheap restaurant in the west ?	find_restaurant
i want a place for dinner and serves a mexican food,where can i find it?please first pick for me a taxi to that place should be to the north.	find_restaurant
I am looking for a place to dine. The restaurant should be in the east and should be in the moderate price range	find_restaurant
Hello! I'm looking for a moderately priced restaurant in the centre.	find_restaurant
I'm looking for a great European restaurant. Can you help with that?	find_restaurant
Hi there. I am hoping you could help me find a british restaurant in town.	find_restaurant
I am looking to eat at a north restaurant in the expensive price range.	find_restaurant
need a restaurant serving turkish style venue	find_restaurant
I would like to find a restaurant called Pipasha.	find_restaurant
I want to find a restaurant serving gastropub food in the centre of town.	find_restaurant
I am looking for an expensive restaurant in the west.	find_restaurant
Hello. I am looking for a recommendation for a place to eat.	find_restaurant
Hi, I would like to find an expensive restaurant in the centre of cambridge please.	find_restaurant
I would like a malaysian restaurant in the centre of town.	find_restaurant
I am looking for a nice bistro in Cambridge, moderately priced would be good.	find_restaurant
I would like a restaurant that serves portuguese food	find_restaurant
I'd like to find a moderately priced Italian restaurant.	find_restaurant
Hello! Can you help me find a restaurant somewhere in the center of Cambridge please?	find_restaurant
Yes I needed information about a particular restaurant.	find_restaurant
Yeah, I'm going to be looking for some british food.	find_restaurant
I am looking for a place serving Indian food in the west.	find_restaurant
I need some information on a place to eat call the nirala.	find_restaurant
I need to find an expensive restauant that's in the south section of the city.	find_restaurant
I would like a moderately prices restaurant in the East part of town. I would like the phone number and postcode, please.	find_restaurant
A french restaurant in the centre part of town. Please give me address and phone number.	find_restaurant
I need an expensive restaurant in the west of town.	find_restaurant
Do you have any restaurants in the center of town that serve The Americas cuisine?	find_restaurant
Please find me a place in the South that serves Chinese food	find_restaurant
Could you recommend a Chinese restaurant for me to try?	find_restaurant
I need to get to a restaurant known as the Lucky star	find_restaurant
Hi, I'm looking for a Persian restaurnt in the north part of the city.	find_restaurant
I'm looking for a gastropub.	find_restaurant
Hello, have you heard of the Royal Spice Restaurant by chance?	find_restaurant
I'm trying to find a moderately priced restaurant in the north part of town.	find_restaurant
Can you tell me about any Modern European places in the expensive range?	find_restaurant
I am looking for a restaurant that serves gastropub food and is expensively priced.	find_restaurant
Can you find me a moderately priced restaurant in the west ?	find_restaurant
I am looking for directions to Jinling Noodle Bar, can you help me?	find_restaurant
Please help me locate a restaurant in the centre that serves South Indian food. Thanks.	find_restaurant
Hi, I'm looking for a moderate restaurant in the centre. What would you recommend?	find_restaurant
Can you help me find a very cheap restaurant in the north?	find_restaurant
I want a restaurant in the north part of town and serves chinese food. What is the phone number?	find_restaurant
Hey, when I was a kid my parents took me to a place called the cow pizza kitchen and bar. Is it still around?	find_restaurant
I am looking for a German restaurant in the west.	find_restaurant
I'm looking for a local restaurant to try in Cambridge.	find_restaurant
I am looking for a restaurant named Hakka. Can you tell me how to get there?	find_restaurant
I'm looking for some caribbean food.	find_restaurant
I'm looking for a cheap restaurant in the south part of town.	find_restaurant
Hello, I am looking for a moderately priced restaurant on the south side of town.	find_restaurant
I'm looking for a restaurant in the center of town that is in the moderate price range.	find_restaurant
A moderately priced restaurant in the north part of town, please.	find_restaurant
I am looking for a chinese restaurant in the south.	find_restaurant
I want to dine in a place in the west.	find_restaurant
Hi, I am looking forward to trying some local restaurants. Can you help me find a place that serves Russian food?	find_restaurant
I am looking for a restaurant that servers modern european food.	find_restaurant
I'm going on a date and need an expensive restaurant on the north side of town.	find_restaurant
I'm looking for cheap eats in the centre.	find_restaurant
I want a restaurant in the south part of town and serves panasian food.	find_restaurant
I need a place to eat that is cheap.	find_restaurant
I'm looking for a pricy restaurant in the city centre	find_restaurant
Know anywhere that has european food?	find_restaurant
I need a place to eat in the moderate price.	find_restaurant
I am looking for a particular restaurant. Its name is called city stop restaurant	find_restaurant
Hi, I'm looking for an Indian restaurant. I'd prefer something on the west side.	find_restaurant
looking for a restaurant. The restaurant should be in the moderate price range and should be in the centre.	find_restaurant
Can you help me find a restaurant in the middle price range?	find_restaurant
Hello, I would like to eat somewhere expensive in the North.	find_restaurant
I am looking for a place to dine that serves indian food and is located close to the centre, can you help me please?	find_restaurant
I am looking for a restaurant in the west that serves vegetarian food.	find_restaurant
I'm looking for an expensive place to dine in the centre.	find_restaurant
I'm looking for a high end restaurant in the centre, can you help me out?	find_restaurant
I'm looking for yu garden, can you help me find it?	find_restaurant
Hi, is there a moderately priced international cuisine restaurant in Cambridge?	find_restaurant
Hi, are there any modern global restaurants in the centre?	find_restaurant
I've got a craving for some pasta. Can you find me a good Italian restaurant on the west side of the city?	find_restaurant
What can you dig up about the pizza express Fen Ditton?	find_restaurant
I want afghan food in the centre of town.	find_restaurant
I want to find a cheap restaurant in the north part of town. What is the phone number?	find_restaurant
I am looking for international food anywhere in town.	find_restaurant
I'm looking for a place to eat that is japanese that is in the mid price range please.	find_restaurant
Hello, I am looking for a Lebanese restaurant in the centre of town.	find_restaurant
I am looking for Italian food in the north part of town.	find_restaurant
I would like an expensive restaurant in the south part of town	find_restaurant
I want a restaurant in the north part of town and serves austrian food.	find_restaurant
I would like to find a moderately priced restaurant in the west part of town.	find_restaurant
I'm looking an expensive restaurant in the center.	find_restaurant
Yes, I am looking for information for a restaurant of moderate price serving catalan food.	find_restaurant
I'm looking for a moderately priced restaurant in the centre of town.	find_restaurant
I am looking for a restaurant in the centre that serves african food.	find_restaurant
A moderately priced restaurant in the south, please.	find_restaurant
l am looking for a restaurant. The restaurant should serve gastropub food and should be in the center.	find_restaurant
I am looking for an expensive restaurant in the south part of town.	find_restaurant
I would like a restaurant in the centre of town that serves thai food	find_restaurant
I am looking for a place to eat. I want to eat modern european food in the expensive price range please.	find_restaurant
Are there any Indian restaurants there?	find_restaurant
Do you know of any moderately priced restaurants in the north part of town? I'll need the address and phone number.	find_restaurant
Can you give me some suggestions on restaurants? I'm interested in a cheap Mediterranean restaurant.	find_restaurant
I am looking for a restaurant in the north part of town serving persian food.	find_restaurant
Yes, I would be interested in the British food fare that is available. Just a nice local restaurant with good expensive food would be nice. Thank you.	find_restaurant
I am looking for a cheap place to eat in the east part of town.	find_restaurant
Hello, can you recommend local restaurants?	find_restaurant
Hello, I need some assistance with finding a nice Italian restaurant in centre of Cambridge.	find_restaurant
Hello, I am looking for a restaurant that serves Mexican food.	find_restaurant
Are there any expensive Portuguese restaurants in Cambridge?	find_restaurant
Don't care about price, just looking for thai food.	find_restaurant
I'm looking for info on a restaurant called La Tasca.	find_restaurant
I would like a cheap restaurant that serves greek food	find_restaurant
Hello, I am looking for an expensive restaurant on the south side of town.	find_restaurant
I want to find a cheap restaurant in the east part of town.	find_restaurant
I am looking for an expensive French restaurant.	find_restaurant
Hi, Have you heard of the J Restaurant? I'd like some information about it.	find_restaurant
